year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2017,municipal general,Mayor,,South Jordan City Mayor,SJD036,DAWN RAMSEY,172,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD036,MARK T. WOOLLEY,114,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD037,DAWN RAMSEY,74,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD037,MARK T. WOOLLEY,102,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD038,DAWN RAMSEY,170,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD038,MARK T. WOOLLEY,170,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD039,DAWN RAMSEY,17,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD039,MARK T. WOOLLEY,18,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD040,DAWN RAMSEY,159,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD040,MARK T. WOOLLEY,166,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD041,DAWN RAMSEY,132,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD041,MARK T. WOOLLEY,143,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD042,DAWN RAMSEY,116,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD042,MARK T. WOOLLEY,74,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD045,DAWN RAMSEY,69,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD045,MARK T. WOOLLEY,80,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD046,DAWN RAMSEY,65,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD046,MARK T. WOOLLEY,43,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD047,DAWN RAMSEY,167,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD047,MARK T. WOOLLEY,82,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD049,DAWN RAMSEY,74,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD049,MARK T. WOOLLEY,59,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD050,DAWN RAMSEY,83,False
2017,municipal general,Mayor,,South Jordan City Mayor,SJD050,MARK T. WOOLLEY,97,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD001,JULIE HOLBROOK,55,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD001,DON SHELTON,219,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD001,PATRICK J. RISK,33,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD002,JULIE HOLBROOK,4,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD002,DON SHELTON,8,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD002,PATRICK J. RISK,2,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD003,JULIE HOLBROOK,59,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD003,DON SHELTON,164,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD003,PATRICK J. RISK,18,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD004,JULIE HOLBROOK,81,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD004,DON SHELTON,108,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD004,PATRICK J. RISK,20,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD005,JULIE HOLBROOK,34,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD005,DON SHELTON,111,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD005,PATRICK J. RISK,11,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD006,JULIE HOLBROOK,108,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD006,DON SHELTON,66,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD006,PATRICK J. RISK,49,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD023,JULIE HOLBROOK,91,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD023,DON SHELTON,63,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD023,PATRICK J. RISK,54,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD024,JULIE HOLBROOK,34,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD024,DON SHELTON,102,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD024,PATRICK J. RISK,27,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD027,JULIE HOLBROOK,90,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD027,DON SHELTON,98,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD027,PATRICK J. RISK,126,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD035,JULIE HOLBROOK,65,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD035,DON SHELTON,59,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD035,PATRICK J. RISK,38,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD045,JULIE HOLBROOK,29,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD045,DON SHELTON,39,False
2017,municipal primary,Council,3,South Jordan City Council District 3,SJD045,PATRICK J. RISK,47,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD026,SANDRA KAY KIRKENDOLL,53,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD026,MARTIN J. GALE,9,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD026,JASON T MCGUIRE,183,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD026,GREG WISE,14,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD028,SANDRA KAY KIRKENDOLL,84,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD028,MARTIN J. GALE,16,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD028,JASON T MCGUIRE,63,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD028,GREG WISE,33,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD030,SANDRA KAY KIRKENDOLL,79,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD030,MARTIN J. GALE,22,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD030,JASON T MCGUIRE,127,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD030,GREG WISE,35,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD031,SANDRA KAY KIRKENDOLL,62,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD031,MARTIN J. GALE,23,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD031,JASON T MCGUIRE,93,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD031,GREG WISE,11,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD032,SANDRA KAY KIRKENDOLL,50,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD032,MARTIN J. GALE,19,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD032,JASON T MCGUIRE,67,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD032,GREG WISE,18,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD034,SANDRA KAY KIRKENDOLL,115,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD034,MARTIN J. GALE,40,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD034,JASON T MCGUIRE,69,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD034,GREG WISE,11,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD036,SANDRA KAY KIRKENDOLL,119,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD036,MARTIN J. GALE,41,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD036,JASON T MCGUIRE,32,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD036,GREG WISE,13,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD047,SANDRA KAY KIRKENDOLL,61,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD047,MARTIN J. GALE,27,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD047,JASON T MCGUIRE,35,False
2017,municipal primary,Council,5,South Jordan City Council District 5,SJD047,GREG WISE,12,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD001,DAWN RAMSEY,119,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD001,RICH CUNNINGHAM,67,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD001,MARK T. WOOLLEY,113,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD002,DAWN RAMSEY,8,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD002,RICH CUNNINGHAM,1,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD002,MARK T. WOOLLEY,5,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD003,DAWN RAMSEY,96,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD003,RICH CUNNINGHAM,61,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD003,MARK T. WOOLLEY,83,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD004,DAWN RAMSEY,90,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD004,RICH CUNNINGHAM,58,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD004,MARK T. WOOLLEY,59,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD005,DAWN RAMSEY,61,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD005,RICH CUNNINGHAM,48,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD005,MARK T. WOOLLEY,48,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD006,DAWN RAMSEY,116,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD006,RICH CUNNINGHAM,62,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD006,MARK T. WOOLLEY,46,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD007,DAWN RAMSEY,49,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD007,RICH CUNNINGHAM,30,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD007,MARK T. WOOLLEY,34,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD008,DAWN RAMSEY,90,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD008,RICH CUNNINGHAM,61,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD008,MARK T. WOOLLEY,74,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD009,DAWN RAMSEY,11,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD009,RICH CUNNINGHAM,2,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD009,MARK T. WOOLLEY,2,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD010,DAWN RAMSEY,74,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD010,RICH CUNNINGHAM,81,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD010,MARK T. WOOLLEY,50,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD012,DAWN RAMSEY,79,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD012,RICH CUNNINGHAM,100,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD012,MARK T. WOOLLEY,99,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD013,DAWN RAMSEY,88,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD013,RICH CUNNINGHAM,96,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD013,MARK T. WOOLLEY,86,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD014,DAWN RAMSEY,73,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD014,RICH CUNNINGHAM,46,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD014,MARK T. WOOLLEY,160,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD015,DAWN RAMSEY,56,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD015,RICH CUNNINGHAM,113,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD015,MARK T. WOOLLEY,148,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD016,DAWN RAMSEY,79,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD016,RICH CUNNINGHAM,52,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD016,MARK T. WOOLLEY,102,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD017,DAWN RAMSEY,83,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD017,RICH CUNNINGHAM,74,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD017,MARK T. WOOLLEY,95,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD018,DAWN RAMSEY,75,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD018,RICH CUNNINGHAM,49,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD018,MARK T. WOOLLEY,74,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD019,DAWN RAMSEY,132,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD019,RICH CUNNINGHAM,107,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD019,MARK T. WOOLLEY,147,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD020,DAWN RAMSEY,12,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD020,RICH CUNNINGHAM,4,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD020,MARK T. WOOLLEY,3,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD021,DAWN RAMSEY,81,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD021,RICH CUNNINGHAM,53,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD021,MARK T. WOOLLEY,46,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD022,DAWN RAMSEY,159,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD022,RICH CUNNINGHAM,122,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD022,MARK T. WOOLLEY,94,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD023,DAWN RAMSEY,111,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD023,RICH CUNNINGHAM,55,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD023,MARK T. WOOLLEY,43,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD024,DAWN RAMSEY,111,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD024,RICH CUNNINGHAM,26,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD024,MARK T. WOOLLEY,30,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD025,DAWN RAMSEY,69,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD025,RICH CUNNINGHAM,27,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD025,MARK T. WOOLLEY,30,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD026,DAWN RAMSEY,134,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD026,RICH CUNNINGHAM,72,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD026,MARK T. WOOLLEY,52,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD027,DAWN RAMSEY,147,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD027,RICH CUNNINGHAM,72,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD027,MARK T. WOOLLEY,90,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD028,DAWN RAMSEY,88,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD028,RICH CUNNINGHAM,54,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD028,MARK T. WOOLLEY,60,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD029,DAWN RAMSEY,77,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD029,RICH CUNNINGHAM,44,False
2017,municipal primary,Mayor,,South Jordan City Mayor,SJD029,MARK T. WOOLLEY,49,False
